volume,federal_financing_bank,foreign_series,government_account_series,government_account_series_inflation_securities,special_purpose_vehicle,state_and_local_government_series,total_interest-bearing_debt,total_marketable,total_non-marketable,treasury_bills,treasury_bonds,treasury_floating_rate_notes_(frn),treasury_inflation-protected_securities_(tips),treasury_notes,united_states_savings_inflation_securities,united_states_savings_securities,weighted_sentiment,price_direction,volume_category,federal_financing_bank_category,sentiment_category
23096.43686725,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.1361706199745337,Up,VeryHigh,Bank4,Negative
14081.4506716,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,-0.3477664424313439,Down,High,Bank4,VeryNegative
16961.10828839,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.502235223352909,Up,High,Bank4,Positive
33618.45109026,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.3262724527945885,Down,VeryHigh,Bank4,Neutral
26693.6101171,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.0985791094841495,Up,VeryHigh,Bank4,VeryNegative
22635.46848793,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.4204712691215367,Down,VeryHigh,Bank4,Neutral
23533.23453743,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,-0.0525614591315388,Up,VeryHigh,Bank4,VeryNegative
20976.63699864,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.6646782645812401,Down,VeryHigh,Bank4,VeryPositive
7860.58687575,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.2165070966762654,Down,Low,Bank4,Negative
9948.85267032,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.4015954002737998,Down,Medium,Bank4,Neutral
20659.65709227,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.0362672263070156,Up,VeryHigh,Bank4,VeryNegative
38316.03172467,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.4335359527005089,Up,VeryHigh,Bank4,Positive
49295.42072146,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.385517076574839,Up,VeryHigh,Bank4,Neutral
37834.73808374,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,-0.0860402727127075,Down,VeryHigh,Bank4,VeryNegative
47159.86300655,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.1944810404018922,Down,VeryHigh,Bank4,Negative
18446.6836015,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,-0.4770420762625607,Up,VeryHigh,Bank4,VeryNegative
11073.43886205,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.3170746681236085,Down,Medium,Bank4,Neutral
26856.08598724,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.1806751461823781,Down,VeryHigh,Bank4,Negative
34330.28235168,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.4159743758472236,Up,VeryHigh,Bank4,Neutral
16743.62189364,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.0624025939032435,Down,High,Bank4,VeryNegative
21269.7673979,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.0832391128937403,Down,VeryHigh,Bank4,VeryNegative
21958.88697726,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.1270618961615995,Down,VeryHigh,Bank4,Negative
9502.80320659,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,-0.116887988448143,Up,Medium,Bank4,VeryNegative
7065.21656572,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.2357474962870279,Down,Low,Bank4,Negative
8493.27661167,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,-0.2725089935156015,Up,Low,Bank4,VeryNegative
17482.09318834,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,-0.1715306624289481,Down,High,Bank4,VeryNegative
23345.55126307,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.4047727699632997,Down,VeryHigh,Bank4,Neutral
20088.46487471,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,-0.2879031651160297,Up,VeryHigh,Bank4,VeryNegative
26532.28003447,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,0.3543328916204387,Down,VeryHigh,Bank4,Neutral
15414.5294044,2.529,7.312,2.127,0.988,3.324,1.806,2.217,2.237,2.135,3.456,3.012,4.104,0.487,1.68,10.148,2.694,-0.2122048413753509,Down,High,Bank4,VeryNegative
10668.73697739,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,-0.2208991754800081,Up,Medium,Bank4,VeryNegative
13560.46017964,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.6731049631323133,Up,High,Bank4,VeryPositive
17612.35527749,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.1848082182736232,Up,High,Bank4,Negative
25922.70680625,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.4457485550834286,Up,VeryHigh,Bank4,Positive
14918.22913349,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.3210325585257622,Down,High,Bank4,Neutral
24235.38704157,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.1319836779282643,Up,VeryHigh,Bank4,Negative
5680.11799379,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,-0.0758730795648363,Down,Low,Bank4,VeryNegative
9195.45985397,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,-0.2026939941777123,Up,Medium,Bank4,VeryNegative
33252.15435855,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.2698205264715047,Up,VeryHigh,Bank4,Negative
24901.57485784,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.0824073989601696,Up,VeryHigh,Bank4,VeryNegative
27251.01602186,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.1184451967477798,Up,VeryHigh,Bank4,Negative
61938.44269045,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.4038729168750621,Up,VeryHigh,Bank4,Neutral
55049.6223488,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.5567530112607139,Up,VeryHigh,Bank4,Positive
58239.87328811,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,-0.0537178973997792,Up,VeryHigh,Bank4,VeryNegative
25709.30241812,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.6634322206179301,Down,VeryHigh,Bank4,VeryPositive
41151.35428763,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.8206363264591462,Up,VeryHigh,Bank4,VeryPositive
32656.47978348,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.4388144305258086,Down,VeryHigh,Bank4,Positive
34600.25647175,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.3649714074134826,Down,VeryHigh,Bank4,Neutral
23436.75404601,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.1091849119574935,Up,VeryHigh,Bank4,Negative
32810.59587882,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.5815749186056631,Up,VeryHigh,Bank4,Positive
32657.60500465,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.4960714745521544,Up,VeryHigh,Bank4,Positive
25548.28914044,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.6065629368478601,Down,VeryHigh,Bank4,VeryPositive
32380.77464386,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.2745215707100354,Up,VeryHigh,Bank4,Negative
39180.10567306,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.4683496524547708,Down,VeryHigh,Bank4,Positive
38496.91631901,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,-0.1098923655226827,Up,VeryHigh,Bank4,VeryNegative
30187.01702655,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.358568125963211,Down,VeryHigh,Bank4,Neutral
27185.13487749,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,-0.0157910261551538,Up,VeryHigh,Bank4,VeryNegative
7466.33930339,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.3467935927816339,Down,Low,Bank4,Neutral
20952.76361397,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.2559744238853454,Up,VeryHigh,Bank4,Negative
34312.28644397,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.8574585224900927,Down,VeryHigh,Bank4,VeryPositive
22721.77475761,2.529,7.312,2.508,1.051,3.382,1.923,2.362,2.32,2.508,3.891,3.014,4.405,0.497,1.697,9.621,2.786,0.2743118640449312,Up,VeryHigh,Bank4,Negative
20292.22416962,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,-0.1534599531974111,Up,VeryHigh,Bank4,VeryNegative
16368.92138269,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.0639368307590484,Down,High,Bank4,VeryNegative
14215.66842983,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.3230407295482499,Down,High,Bank4,Neutral
3567.13007478,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.7535510140080605,Down,VeryLow,Bank4,VeryPositive
6574.34533251,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.1794213206871696,Down,Low,Bank4,Negative
12149.94486314,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,-0.0418635800480842,Down,Medium,Bank4,VeryNegative
9803.34759825,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,-0.110306544133595,Up,Medium,Bank4,VeryNegative
7693.59195866,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.0143255035082499,Down,Low,Bank4,VeryNegative
19277.239648,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.0248426466218886,Down,VeryHigh,Bank4,VeryNegative
12641.59512641,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.3393350724379221,Down,High,Bank4,Neutral
4695.91143894,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,-0.2168736785650253,Up,VeryLow,Bank4,VeryNegative
5990.68642903,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.6372754655386272,Down,Low,Bank4,VeryPositive
13246.3049252,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.3613693007401057,Down,High,Bank4,Neutral
14879.72784164,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,-0.4176940924242923,Up,High,Bank4,VeryNegative
23427.35072192,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.2476023263656175,Up,VeryHigh,Bank4,Negative
30034.93494269,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.2111380897462368,Down,VeryHigh,Bank4,Negative
22795.35234631,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.3344293289893382,Up,VeryHigh,Bank4,Neutral
6191.17379627,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.2278227633551547,Up,Low,Bank4,Negative
9733.21021005,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,-0.4454876482486725,Down,Medium,Bank4,VeryNegative
13977.17943437,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.4334853540767323,Up,High,Bank4,Positive
16495.25564236,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.4078886878105902,Down,High,Bank4,Neutral
17390.31077874,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,-0.1781839257478714,Down,High,Bank4,VeryNegative
16847.70433307,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.3775770549263272,Down,High,Bank4,Neutral
20933.97488913,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.4099530298709869,Down,VeryHigh,Bank4,Neutral
5937.43847794,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.2049422890799386,Down,Low,Bank4,Negative
6063.45918348,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,0.2224456437996455,Up,Low,Bank4,Negative
12098.67253518,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,-0.2874746060371399,Down,Medium,Bank4,VeryNegative
9516.02766667,2.529,7.312,2.53,1.053,3.576,2.036,2.455,2.434,2.532,4.242,3.022,4.639,0.532,1.753,8.961,2.834,-0.0097350886639426,Down,Medium,Bank4,VeryNegative
12151.84539817,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.4552339062804266,Up,Medium,Bank4,Positive
9239.93644458,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,-0.1390674876755681,Down,Medium,Bank4,VeryNegative
21715.09355721,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.4794478949039213,Down,VeryHigh,Bank4,Positive
2266.21497947,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.1206247206890221,Down,VeryLow,Bank4,Negative
5291.96467583,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.1546327507495879,Up,Low,Bank4,Negative
10660.04864303,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,-0.0686909388412129,Down,Medium,Bank4,VeryNegative
10381.24422759,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.5058100333719542,Down,Medium,Bank4,Positive
13343.72575834,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.4995922859758138,Down,High,Bank4,Positive
21326.08097071,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.156243985146284,Down,VeryHigh,Bank4,Negative
32126.59207482,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.305558071732521,Down,VeryHigh,Bank4,Negative
18920.85100043,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.2171703269607142,Up,VeryHigh,Bank4,Negative
19165.53317335,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.0640944600105285,Up,VeryHigh,Bank4,VeryNegative
38654.82408388,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.1910012029684506,Up,VeryHigh,Bank4,Negative
44100.36444555,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.4985982571099255,Up,VeryHigh,Bank4,Positive
30128.4276161,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.3388375724355379,Down,VeryHigh,Bank4,Neutral
20754.42573365,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.4341309905052185,Up,VeryHigh,Bank4,Positive
40752.19373629,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.0564827899138132,Up,VeryHigh,Bank4,VeryNegative
18096.24372219,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.6123118796409704,Down,VeryHigh,Bank4,VeryPositive
16897.41761964,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,-0.0774565858500344,Up,High,Bank4,VeryNegative
23782.6567676,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,-0.3051599341630935,Down,VeryHigh,Bank4,VeryNegative
16193.18924882,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.20467671967215,Up,High,Bank4,Negative
33974.43697526,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.3684672178966658,Down,VeryHigh,Bank4,Neutral
26698.29660165,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.3364279596701912,Up,VeryHigh,Bank4,Neutral
22190.91292623,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,-0.0019446896655219,Down,VeryHigh,Bank4,VeryNegative
9655.9494554,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.318482586499807,Down,Medium,Bank4,Neutral
9800.64299441,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.3381024385492007,Up,Medium,Bank4,Neutral
17268.16335715,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,-0.146564048230648,Down,High,Bank4,VeryNegative
14103.92919115,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.0383873531895299,Up,High,Bank4,VeryNegative
17710.8595857,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.44731301556934,Up,High,Bank4,Positive
20972.43924037,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.7011175303689895,Down,VeryHigh,Bank4,VeryPositive
18917.3621471,2.529,7.312,2.505,1.054,3.691,2.218,2.517,2.519,2.511,4.475,3.015,4.602,0.538,1.803,8.593,2.891,0.1389983266592025,Up,VeryHigh,Bank4,Negative
6988.04239657,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.1139498126048308,Down,Low,Bank4,Negative
6707.97702984,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.5023463745911916,Down,Low,Bank4,Positive
16192.03702141,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.0281140666741591,Down,High,Bank4,VeryNegative
13261.95025317,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.366589460340706,Up,High,Bank4,Neutral
15066.72449529,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.4150993463065889,Down,High,Bank4,Neutral
10291.80646097,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.0310666185436826,Down,Medium,Bank4,VeryNegative
5847.77200458,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.33628798229941,Down,Low,Bank4,Neutral
3854.33490363,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.394644417365392,Up,VeryLow,Bank4,Neutral
6136.4286229,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.454906538426876,Up,Low,Bank4,Positive
15752.30418782,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.3688519497712453,Up,High,Bank4,Neutral
18637.22157812,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.4170853954774361,Up,VeryHigh,Bank4,Neutral
14961.08403219,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.3982633719318791,Down,High,Bank4,Neutral
12505.27274115,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.7539771827367635,Up,High,Bank4,VeryPositive
19793.55777592,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.4274006198953698,Up,VeryHigh,Bank4,Neutral
5486.7222394,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.2099624689781304,Down,Low,Bank4,Negative
6230.24911461,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.199744932187928,Up,Low,Bank4,Negative
13418.0380446,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.568153132200241,Down,High,Bank4,Positive
12649.52217446,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.4976512420508596,Up,High,Bank4,Positive
20951.87851572,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.428151338523434,Down,VeryHigh,Bank4,Neutral
17007.31210311,2.529,0.0,2.52,1.054,3.643,2.285,2.566,2.576,2.528,4.634,3.022,4.747,0.543,1.844,8.248,2.986,0.2391243931494261,Down,High,Bank4,Negative
